Response ID,Time Started,Date Submitted,Status,Language,SessionID,User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Which higher education institution do you or did you study at?,What is your current year of study as of 2025?,What will be your highest qualification when you graduate?,Which of the following best describes the main subject that you are studying? ,Please indicate your nationality.,What is your gender?,Which of these statements best describes your current perception of the organisation as an employer?,Types of roles available:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Career progression and development:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Compensation and benefits:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Work-life balance and culture:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Application and interview process:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  .1,"On a scale from 1 to 10 (1 – Low, 10 – High), how would you rate the attractiveness of the organisation as an employer?   ",Which of these factors would most motivate you to apply for a position at the organisation?  ,Other - Write In (Required):Which of these factors would most motivate you to apply for a position at the organisation?  ,awareness_score,motivation_category,attractiveness_rating,awareness_normalized,attractiveness_normalized,composite_intent_score,cluster
2105,2025-11-12 11:19:01,2025-11-12 11:20:09,Complete,English,1762917534_6913fc9e1921b9.62461694,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.213,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,5,Meaningful work impact,,4,Values-oriented,5,1.0,0.4444444444444444,0.7222222222222222,1
2106,2025-11-12 11:19:15,2025-11-12 11:20:54,Complete,English,1762917523_6913fc93574023.99179145,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Mobile/15E148 Safari/604.1",,137.132.26.121,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,,Work-life balance and culture,Application and interview process,,,6,Job security,,2,Stability-oriented,6,0.3333333333333333,0.5555555555555556,0.4444444444444444,3
2108,2025-11-12 11:20:39,2025-11-12 16:50:32,Complete,English,1762917558_6913fcb6b4f733.03566258,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,104.28.122.112,-97.821998596191,37.750999450684,United States,,,,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,6,Work-life balance,,3,Values-oriented,6,0.6666666666666666,0.5555555555555556,0.6111111111111112,1
2109,2025-11-12 11:20:48,2025-11-12 11:21:51,Complete,English,1762917643_6913fd0baea249.32350626,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,137.132.26.212,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,9,Job security,,4,Stability-oriented,9,1.0,0.8888888888888888,0.9444444444444444,2
2110,2025-11-12 11:21:17,2025-11-12 11:46:40,Complete,English,1762917203_6913fb53c6d044.58473319,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Mobile/15E148 Safari/604.1",,104.28.119.111,-97.821998596191,37.750999450684,United States,,,,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,,Application and interview process,,,8,Job security,,3,Stability-oriented,8,0.6666666666666666,0.7777777777777778,0.7222222222222222,2
2111,2025-11-12 11:22:45,2025-11-13 23:25:40,Complete,English,1762917753_6913fd79033166.68261303,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.130,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,5,Job security,,3,Stability-oriented,5,0.6666666666666666,0.4444444444444444,0.5555555555555556,1
2116,2025-11-12 11:25:16,2025-11-12 11:26:27,Complete,English,1762917903_6913fe0f0cc3c8.00353422,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7.1 Mobile/22H31 Safari/604.1",,121.6.254.7,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,10,Meaningful work impact,,4,Values-oriented,10,1.0,1.0,1.0,2
2119,2025-11-12 11:27:08,2025-11-12 11:28:30,Complete,English,1762918022_6913fe8636b940.09782956,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/22F76 Safari/604.1",,137.132.26.72,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 2,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,,Application and interview process,,,3,Meaningful work impact,,1,Values-oriented,3,0.0,0.2222222222222222,0.1111111111111111,0
2120,2025-11-12 11:27:19,2025-11-12 11:28:50,Complete,English,1762918035_6913fe93a35280.41311340,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,119.56.17.242,103.88590240479,1.3552000522614,Singapore,Singapore,0,53,National University of Singapore (NUS),Year 4,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,7,Meaningful work impact,,3,Values-oriented,7,0.6666666666666666,0.6666666666666666,0.6666666666666666,1
2123,2025-11-12 11:28:43,2025-11-12 11:29:58,Complete,English,1762918118_6913fee64d32c7.00264005,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,119.234.32.249,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 3,Bachelor's Degree,Education/Teaching,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,6,Meaningful work impact,,3,Values-oriented,6,0.6666666666666666,0.5555555555555556,0.6111111111111112,1
2125,2025-11-12 11:29:58,2025-11-12 11:31:17,Complete,English,1762918184_6913ff280ed341.72133106,"Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36",,119.56.16.95,103.88590240479,1.3552000522614,Singapore,Singapore,0,53,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,Work-life balance and culture,,,,5,Career growth opportunities,,1,Growth-oriented,5,0.0,0.4444444444444444,0.2222222222222222,0
2126,2025-11-12 11:30:02,2025-11-12 11:31:12,Complete,English,1762918199_6913ff375b4548.01057069,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",,119.56.16.125,103.88590240479,1.3552000522614,Singapore,Singapore,0,53,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Agriculture, Veterinary Science and related subjects",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,Work-life balance and culture,,,,7,Career growth opportunities,,1,Growth-oriented,7,0.0,0.6666666666666666,0.3333333333333333,3
2127,2025-11-12 11:30:21,2025-11-12 11:34:01,Complete,English,1762918216_6913ff4802c566.88155370,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,111.65.32.194,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,6,Learning and development,,2,Growth-oriented,6,0.3333333333333333,0.5555555555555556,0.4444444444444444,3
2129,2025-11-12 11:32:06,2025-11-12 11:32:59,Complete,English,1762918321_6913ffb1226da9.20599338,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,111.65.49.245,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 2,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,7,Meaningful work impact,,2,Values-oriented,7,0.3333333333333333,0.6666666666666666,0.5,3
2130,2025-11-12 11:32:54,2025-11-12 11:34:18,Complete,English,1762918370_6913ffe22625a2.10283545,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,137.132.26.149,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,6,Job security,,2,Stability-oriented,6,0.3333333333333333,0.5555555555555556,0.4444444444444444,3
2131,2025-11-12 11:33:00,2025-11-12 11:34:24,Complete,English,1762918369_6913ffe1a47892.19345892,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,210.10.3.37,103.83670043945,1.3652000427246,Singapore,Singapore,0,57,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Career growth opportunities,,2,Growth-oriented,8,0.3333333333333333,0.7777777777777778,0.5555555555555556,3
2132,2025-11-12 11:33:00,2025-11-12 11:36:39,Complete,English,1762918375_6913ffe7b18033.97446843,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1",,111.65.39.60,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,7,Meaningful work impact,,2,Values-oriented,7,0.3333333333333333,0.6666666666666666,0.5,3
2133,2025-11-12 11:33:13,2025-11-12 11:34:46,Complete,English,1762918379_6913ffebc919d0.47112318,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,117.20.154.114,103.74729919434,1.3849999904633,Singapore,Singapore,0,68,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Job security,,2,Stability-oriented,8,0.3333333333333333,0.7777777777777778,0.5555555555555556,3
2134,2025-11-12 11:33:18,2025-11-12 11:34:12,Complete,English,1762918391_6913fff7547d88.27731511,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,137.132.26.92,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,Others,Year 1,Bachelor's Degree,Education/Teaching,Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,Compensation and benefits,,,,,10,Job security,,1,Stability-oriented,10,0.0,1.0,0.5,3
2135,2025-11-12 11:33:22,2025-11-12 11:34:42,Complete,English,1762918369_6913ffe1b28499.63642233,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22G100 Instagram 405.1.0.27.75 (iPhone14,3; iOS 18_6_2; en_GB; en-GB; scale=3.00; 1284x2778; IABMV/1; 817093285)",,117.20.154.195,103.74729919434,1.3849999904633,Singapore,Singapore,0,68,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,9,Meaningful work impact,,2,Values-oriented,9,0.3333333333333333,0.8888888888888888,0.611111111111111,3
2136,2025-11-12 11:33:21,2025-11-12 11:36:27,Complete,English,1762918395_6913fffb242d35.14550287,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.128 Mobile/15E148 Safari/604.1",,111.65.34.249,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,,Work-life balance and culture,Application and interview process,,,5,Work-life balance,,2,Values-oriented,5,0.3333333333333333,0.4444444444444444,0.38888888888888884,3
2137,2025-11-12 11:33:23,2025-11-12 11:34:53,Complete,English,1762918399_6913ffff71b243.99460350,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,137.132.26.20,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,6,Job security,,3,Stability-oriented,6,0.6666666666666666,0.5555555555555556,0.6111111111111112,1
2138,2025-11-12 11:33:28,2025-11-12 11:35:29,Complete,English,1762918402_691400025239c0.27998052,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,137.132.26.69,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,5,Job security,,2,Stability-oriented,5,0.3333333333333333,0.4444444444444444,0.38888888888888884,3
2142,2025-11-12 11:34:07,2025-11-12 11:35:34,Complete,English,1762918443_6914002b188868.25903021,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,210.10.2.63,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Job security,,4,Stability-oriented,8,1.0,0.7777777777777778,0.8888888888888888,2
2144,2025-11-12 11:34:17,2025-11-12 14:37:28,Complete,English,1762918421_69140015749687.27823322,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.128 Mobile/15E148 Safari/604.1",,122.11.212.40,103.8637008667,1.3595999479294,Singapore,Singapore,0,55,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Career growth opportunities,,4,Growth-oriented,8,1.0,0.7777777777777778,0.8888888888888888,2
2146,2025-11-12 11:34:33,2025-11-12 11:36:15,Complete,English,1762918461_6914003d421e30.12558967,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_8_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.7 Mobile/15E148 Safari/604.1",,119.234.48.31,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Yale-NUS College,Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,5,Meaningful work impact,,3,Values-oriented,5,0.6666666666666666,0.4444444444444444,0.5555555555555556,1
2147,2025-11-12 11:34:46,2025-11-12 11:35:55,Complete,English,1762918479_6914004fde6f18.56270645,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.86,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,5,Career growth opportunities,,3,Growth-oriented,5,0.6666666666666666,0.4444444444444444,0.5555555555555556,1
2148,2025-11-12 11:34:58,2025-11-12 11:35:55,Complete,English,1762918493_6914005dac5769.60938230,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,119.234.18.131,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 3,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,5,Meaningful work impact,,4,Values-oriented,5,1.0,0.4444444444444444,0.7222222222222222,1
2152,2025-11-12 11:35:27,2025-11-12 11:38:02,Complete,English,1762918512_69140070c53f21.38569089,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6.2 Mobile/22G100 Safari/604.1",,117.20.154.48,103.74729919434,1.3849999904633,Singapore,Singapore,0,68,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Job security,,1,Stability-oriented,8,0.0,0.7777777777777778,0.3888888888888889,3
2156,2025-11-12 11:37:14,2025-11-12 11:38:57,Complete,English,1762918626_691400e2d5e1a4.95539071,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7.2 Mobile/15E148 Safari/604.1",,137.132.26.76,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,Compensation and benefits,,,,,5,Meaningful work impact,,1,Values-oriented,5,0.0,0.4444444444444444,0.2222222222222222,0
2157,2025-11-12 11:37:47,2025-11-12 11:40:18,Complete,English,1762918650_691400fad7eaf2.49741609,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.228,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,,Work-life balance and culture,Application and interview process,,,5,Job security,,3,Stability-oriented,5,0.6666666666666666,0.4444444444444444,0.5555555555555556,1
2158,2025-11-12 11:37:59,2025-11-12 11:38:28,Complete,English,1762918676_69140114831ea7.31097021,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.170,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,EASB East Asia Institute of Management,Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,10,Learning and development,,4,Growth-oriented,10,1.0,1.0,1.0,2
2159,2025-11-12 11:38:05,2025-11-12 15:16:43,Complete,English,1762918680_69140118573158.55858899,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,122.11.214.157,103.8637008667,1.3595999479294,Singapore,Singapore,0,55,National University of Singapore (NUS),Year 4,Bachelor's Degree,Geography and Environmental Science,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,Work-life balance and culture,,,,4,Meaningful work impact,,2,Values-oriented,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
2160,2025-11-12 11:38:12,2025-11-12 11:40:02,Complete,English,1762918686_6914011e106a33.12072439,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.27,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,7,Meaningful work impact,,2,Values-oriented,7,0.3333333333333333,0.6666666666666666,0.5,3
2162,2025-11-12 11:38:22,2025-11-12 11:39:59,Complete,English,1762918694_69140126361d64.39815461,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,210.10.0.2,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,3,Career growth opportunities,,2,Growth-oriented,3,0.3333333333333333,0.2222222222222222,0.2777777777777778,0
2163,2025-11-12 11:38:40,2025-11-12 11:39:51,Complete,English,1762918716_6914013cd361b3.57193925,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.12,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 3,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,7,Meaningful work impact,,4,Values-oriented,7,1.0,0.6666666666666666,0.8333333333333333,2
2164,2025-11-12 11:38:42,2025-11-12 20:03:29,Complete,English,1762918716_6914013c6d4526.99994395,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0 Mobile/15E148 Safari/604.1",,137.132.26.191,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,,Application and interview process,,,8,Job security,,3,Stability-oriented,8,0.6666666666666666,0.7777777777777778,0.7222222222222222,2
2166,2025-11-12 11:39:22,2025-11-12 11:40:39,Complete,English,1762918757_6914016574f385.40266455,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.173,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 4,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,,Application and interview process,,,7,Career growth opportunities,,3,Growth-oriented,7,0.6666666666666666,0.6666666666666666,0.6666666666666666,1
